relays_published,386bsd.net,a-n-o-n-y-m-e.net,a9.wtf,ahadizapto.tk,applied-privacy.net,artikel10.org,artikel5ev.de,betechcompany.com,Binaryevolved.com,brasshorncommunications.uk,bungeetaco.com,captainsonic.com,demsh.org,dfri.se,digitalcourage.social,dotsrc.org,emeraldonion.org,emilbergdahl.se,florentius.net,for-privacy.net,frichetten.com,holonet.sh,hviv.nl,hydra-family.github.io,katawaredoki.one,kerneloops.de,kubieziel.de,KurumiKira.github.io,linkspartei.org,lokodlare.com,marx.wtf,medvideos-tor.org,mezzan.io,middelstaedt.com,nicdex.com,nos-oignons.net,nothingtohide.nl,noury.ee,ns4.jth.net,nullroute.fi,onionize.me,privacy.gd,privacysvcs.net,prsv.ch,qimam.com,quetzalcoatl-relays.org,recipe-acl.github.io,relayon.org,shadowbrokers.eu,spydar007.com,stormycloud.org,teitel.net,tor-exit-2.aa78i2efsewr0neeknk.xyz,tor-exit-3.aa78i2efsewr0neeknk.xyz,tor-nodes.padhi.me,tor.rix.li,tor.xn--sb-lka.org,tor.yyzz.dev,tor2.xn--sb-lka.org,torix-relays.org,torservers.net,TUXLI.CH,tuxli.org,unredacted.org,unzane.com,uwu.lgbt,worldofmatthew.com,www.cccs.de,www.digitale-gesellschaft.ch,www.f3netze.de,www.privex.io,www.quintex.com,yggdrasil.ws
2021-07-04,0.08,0,0.05,0,6.00,0.78,1.06,0,0,0.08,0.15,0.01,0.06,0.48,6.46,0,1.68,0,0,0.13,0.18,0,1.45,4.53,0.05,0,0.54,0,0,0,0.03,0,0,0,0.14,0.74,0,0,0.00,0.05,0,0,0.03,0,0,2.57,0.28,14.92,0,0,0,0.08,0,0,0.02,0,0,0.02,0,0,0.44,0,0,0.31,0.01,0.02,0.07,0.07,1.50,8.85,0.17,3.11,0.21
2021-07-05,0.08,0,0.06,0,5.92,0.82,0.99,0,0,0.08,0.15,0.01,0.05,0.49,6.33,0,1.70,0,0,0.13,0.17,0,1.44,4.51,0.04,0,0.56,0,0,0,0.03,0,0,0,0.14,0.73,0,0,0.00,0.05,0,0,0.03,0,0,2.46,0.28,14.78,0,0,0,0.07,0,0,0.03,0,0,0.02,0,0,0.44,0,0,0.30,0.01,0.02,0.06,0.08,1.57,8.77,0.17,3.18,0.19
2021-07-06,0.08,0,0.06,0,5.98,0.80,1.06,0,0,0.08,0.15,0.01,0.06,0.50,6.36,0,1.62,0,0,0.13,0.17,0,1.43,4.64,0.05,0,0.58,0,0,0,0.03,0,0,0,0.14,0.73,0,0,0.00,0.05,0,0,0.03,0,0,2.55,0.32,14.69,0,0,0,0.07,0,0,0.03,0,0,0.02,0,0,0.44,0,0,0.32,0.01,0.02,0.08,0.08,1.59,8.97,0.15,3.25,0.20
2021-07-07,0.08,0,0.06,0,6.00,0.82,1.02,0,0,0.07,0.14,0.01,0.06,0.49,6.25,0,1.63,0,0,0.13,0.16,0,1.41,4.53,0.05,0,0.57,0,0,0,0.03,0,0,0,0.14,0.72,0,0,0.00,0.05,0,0,0.03,0,0,2.51,0.33,14.72,0,0,0,0.08,0,0,0.04,0,0,0.02,0,0,0.44,0,0,0.32,0.01,0.02,0.08,0.08,1.58,8.79,0.16,3.27,0.19
2021-07-08,0.08,0,0.07,0,6.08,0.82,1.02,0,0,0.08,0.14,0.01,0.06,0.49,6.46,0,1.61,0,0,0.14,0.16,0,1.45,4.73,0.05,0,0.56,0,0,0,0.03,0,0,0,0.14,0.73,0,0,0.00,0.06,0,0,0.03,0,0,2.73,0.33,14.73,0,0,0,0.07,0,0,0.03,0,0,0.02,0,0,0.45,0,0,0.35,0.00,0.02,0.08,0.09,1.60,8.80,0.16,3.31,0.19
2021-07-09,0.08,0,0.06,0,5.97,0.81,1.00,0,0,0.08,0.14,0.01,0.06,0.48,6.42,0,1.56,0,0,0.13,0.16,0,1.40,4.72,0.05,0,0.53,0,0,0,0.03,0,0,0,0.15,0.71,0,0,0.00,0.06,0,0,0.03,0,0,2.74,0.33,14.64,0,0,0,0.07,0,0,0.03,0,0,0.02,0,0,0.43,0,0,0.36,0.00,0.02,0.07,0.09,1.61,8.80,0.15,3.23,0.19
2021-07-10,0.08,0,0.06,0,6.15,0.81,1.02,0,0,0.08,0.14,0.01,0.06,0.50,6.45,0,1.58,0,0,0.13,0.15,0,1.43,4.60,0.05,0,0.58,0,0,0,0.03,0,0,0,0.15,0.72,0,0,0.00,0.05,0,0,0.03,0,0,2.76,0.34,14.68,0,0,0,0.07,0,0,0.03,0,0,0.02,0,0,0.44,0,0,0.36,0.01,0.02,0.08,0.09,1.65,8.90,0.16,3.20,0.17
2021-07-11,0.08,0,0.06,0,6.01,0.83,1.03,0,0,0.08,0.12,0.01,0.06,0.50,6.44,0,1.56,0,0,0.13,0.15,0,1.43,4.59,0.05,0,0.56,0,0,0,0.03,0,0,0,0.15,0.74,0,0,0.00,0.05,0,0,0.03,0,0,2.85,0.34,14.52,0,0,0,0.07,0,0,0.04,0,0,0.01,0,0,0.41,0,0,0.38,0.00,0.02,0.07,0.09,1.63,8.97,0.15,3.29,0.20
2021-07-12,0.08,0,0.06,0,6.12,0.83,1.04,0,0,0.08,0.11,0.01,0.05,0.51,6.56,0,1.66,0,0,0.13,0.17,0,1.39,4.45,0.05,0,0.58,0,0,0,0,0,0,0,0.15,0.74,0,0,0.00,0.05,0,0,0.03,0,0,2.67,0.34,14.45,0,0,0,0.07,0,0,0.06,0,0,0.01,0,0,0.44,0,0,0.41,0.00,0.02,0.06,0.09,1.55,8.94,0.16,3.23,0.20
2021-07-13,0.08,0,0.06,0,6.06,0.81,1.03,0,0,0.08,0.11,0.02,0.05,0.51,6.55,0,1.64,0,0,0.13,0.18,0,1.42,4.41,0.05,0,0.55,0,0,0,0,0,0,0,0.14,0.75,0,0,0.00,0.05,0,0,0.02,0,0,2.72,0.34,14.44,0,0,0,0.07,0,0,0.07,0,0,0.01,0,0,0.45,0,0,0.39,0.00,0.02,0.07,0.09,1.57,9.05,0.16,3.26,0.20
2021-07-14,0.08,0,0.06,0,6.05,0.84,1.05,0,0,0.08,0.12,0.01,0.05,0.51,6.65,0,1.66,0,0,0.13,0.17,0,1.36,4.44,0.05,0,0.55,0,0,0,0,0,0,0,0.15,0.77,0,0,0.00,0.06,0,0,0.03,0,0,2.73,0.35,14.27,0,0,0,0.06,0,0,0.06,0,0,0.01,0,0,0.45,0,0,0.42,0.00,0.02,0.06,0.09,1.59,8.80,0.16,3.31,0.21
2021-07-15,0.08,0,0.06,0,6.04,0.82,1.01,0,0,0.08,0.13,0.01,0.05,0.50,6.66,0,1.71,0,0,0.13,0.16,0,1.41,4.37,0.06,0,0.55,0,0,0,0,0,0,0,0.15,0.75,0,0,0.00,0.06,0,0,0.03,0,0,2.73,0.37,14.66,0,0,0,0.06,0,0,0.07,0,0,0.01,0,0,0.43,0,0,0.43,0.00,0.02,0.07,0.09,1.58,9.11,0.15,3.35,0.19
2021-07-16,0.08,0,0.06,0,6.05,0.81,1.01,0,0,0.08,0.14,0.02,0.06,0.48,6.74,0,1.71,0,0,0.13,0.18,0,1.41,4.44,0.06,0,0.53,0,0,0,0,0,0,0,0.16,0.74,0,0,0.00,0.07,0,0,0.03,0,0,2.72,0.36,14.44,0,0,0,0.08,0,0,0.09,0,0,0.01,0,0,0,0,0,0.45,0.00,0.02,0.05,0.09,1.55,9.15,0.16,3.29,0.22
2021-07-17,0.09,0,0.07,0,6.64,0.91,1.16,0,0,0.09,0.15,0.02,0.06,0.55,7.41,0,1.65,0,0,0.15,0.19,0,1.55,4.97,0.06,0,0.62,0,0,0,0,0,0,0,0.17,0.84,0,0,0.00,0.07,0,0,0.03,0,0,2.95,0.42,15.88,0,0,0,0.09,0,0,0.10,0,0,0,0,0,0,0,0,0.51,0.01,0.02,0.06,0.11,1.78,0,0.18,3.63,0.24
2021-07-18,0.08,0,0.06,0,6.02,0.80,1.04,0,0,0.08,0.14,0.02,0.06,0.50,6.78,0,1.78,0,0,0.14,0.17,0,1.41,4.44,0.06,0,0.51,0,0,0,0,0,0,0,0.16,0.74,0,0,0.00,0.07,0,0,0.03,0,0,2.66,0.39,14.72,0,0,0,0.08,0,0,0.09,0,0,0,0,0,0,0,0,0.45,0.00,0.02,0.06,0.10,1.40,9.27,0.16,3.27,0.22
2021-07-19,0.08,0,0.06,0,6.13,0.81,1.02,0,0,0.08,0.14,0.02,0.06,0.51,6.86,0,1.81,0,0,0.14,0.17,0,1.41,4.51,0.06,0,0.52,0,0,0,0,0,0,0,0.15,0.73,0,0,0.00,0.09,0,0,0.03,0,0,2.65,0.40,14.63,0,0,0,0.08,0,0,0.07,0,0,0.02,0,0,0,0,0,0.47,0.00,0.02,0.06,0.09,1.53,9.18,0.16,3.35,0.21
2021-07-20,0.09,0,0.07,0,6.37,0.85,1.06,0,0,0.08,0.14,0.02,0.05,0.51,7.12,0,1.93,0,0,0.14,0.18,0,1.43,4.56,0.06,0,0.54,0,0,0,0,0,0,0,0.16,0.75,0,0,0.00,0.06,0,0,0.03,0,0,2.66,0.40,14.65,0,0,0,0.08,0,0,0.08,0,0,0.00,0,0,0,0,0,0.49,0.00,0.02,0.05,0.09,1.62,9.45,0.16,3.25,0.22
2021-07-21,0.09,0,0.07,0,6.50,0.86,1.05,0,0,0.08,0.14,0.01,0.06,0.51,7.22,0,1.87,0,0,0.14,0.18,0,1.44,4.66,0.06,0,0.55,0,0,0,0,0,0,0,0.16,0.77,0,0,0.00,0.05,0,0,0.03,0,0,2.70,0.41,14.74,0,0,0,0.08,0,0,0.11,0,0,0.00,0,0,0,0,0,0.49,0.00,0.02,0.06,0.10,1.58,9.60,0.18,3.39,0.22
2021-07-22,0.09,0,0.06,0,6.67,0.87,1.06,0,0,0.08,0.14,0.02,0.06,0.53,7.36,0,0,0,0,0.15,0.21,0,1.50,4.66,0.05,0,0.53,0,0,0,0,0,0,0,0.17,0.78,0,0,0.00,0.05,0,0,0.03,0,0,2.78,0.42,14.96,0,0,0,0.08,0,0,0.10,0,0,0.00,0,0,0,0,0,0.50,0.00,0.02,0.06,0.10,1.65,9.45,0.18,3.37,0.22
2021-07-23,0.09,0,0.07,0,6.66,0.86,1.04,0,0,0.08,0.14,0.02,0.06,0.52,6.97,0,2.05,0,0,0.15,0.17,0,1.45,4.65,0.05,0,0.56,0,0,0,0,0,0,0,0.16,0.76,0,0,0.00,0.06,0,0,0.03,0,0,2.75,0.40,14.06,0,0,0,0.08,0,0,0.10,0,0,0.00,0,0,0.00,0,0,0.51,0.00,0.02,0.06,0.09,1.66,9.28,0.18,3.42,0.18
2021-07-25,0.09,0,0.07,0,6.37,0.85,1.05,0,0,0.08,0.14,0.02,0.06,0.50,6.77,0,2.03,0,0,0.15,0.17,0,1.47,4.61,0.05,0,0.52,0,0,0,0,0,0,0,0.16,0.73,0,0,0.00,0,0,0,0.04,0,0,2.75,0.41,14.09,0,0,0,0.08,0,0,0.11,0,0,0.00,0,0,0.00,0,0,0.51,0.00,0.02,0.07,0.09,1.68,9.13,0.18,3.49,0.23
2021-07-26,0.09,0,0.06,0,6.36,0.83,1.06,0,0,0.07,0.14,0.02,0.06,0.50,6.83,0,2.07,0,0,0.14,0.18,0,1.46,4.63,0.05,0,0.46,0,0,0,0,0,0,0,0.16,0.74,0,0,0.00,0,0,0,0.03,0,0,2.76,0.40,14.57,0,0,0,0.08,0,0,0.10,0,0,0.00,0,0,0.01,0,0,0.52,0.00,0.02,0.09,0,1.12,9.00,0.18,3.46,0.23
2021-07-27,0.08,0,0.06,0,6.30,0.79,1.04,0,0,0.08,0.13,0.02,0.06,0.50,6.81,0,2.07,0,0,0.15,0.16,0,1.45,4.51,0.06,0,0.46,0,0,0,0,0,0,0,0.17,0.73,0,0,0.00,0,0,0,0.03,0,0,2.91,0.39,14.21,0,0,0,0.07,0,0,0.07,0,0,0.00,0,0,0.06,0,0,0.51,0.00,0.02,0.11,0,1.61,9.19,0.18,3.45,0.22
2021-07-28,0.09,0,0.07,0,6.31,0.76,1.04,0,0,0.08,0.16,0.02,0.05,0.51,6.85,0,2.05,0,0,0.15,0.17,0,1.47,4.57,0.06,0,0.47,0,0,0,0,0,0,0,0.16,0.75,0,0,0.00,0,0,0,0.03,0,0,2.93,0.39,13.80,0,0,0,0.08,0,0,0.08,0,0,0.00,0,0,0.07,0,0,0.52,0.00,0.02,0.10,0,1.58,9.27,0.18,3.49,0.23
2021-07-29,0.09,0,0.06,0,6.32,0.78,1.02,0,0,0.08,0.15,0.03,0.04,0.49,6.91,0,2.02,0,0,0.15,0.16,0,1.47,4.47,0.05,0,0.51,0,0,0,0.03,0,0,0,0.16,0.77,0,0,0.00,0,0,0,0.03,0,0,2.93,0.38,13.93,0,0,0,0.08,0,0,0.08,0,0,0.00,0,0,0.10,0,0,0.53,0.00,0.02,0.12,0,1.58,9.27,0.16,3.49,0.23
2021-07-30,0.09,0,0.07,0,6.25,0.77,1.05,0,0,0.08,0.16,0.03,0.04,0.50,6.98,0,1.96,0,0,0.15,0.16,0,1.46,4.50,0.05,0,0.49,0,0,0,0.03,0,0,0,0.16,0.75,0,0,0.00,0,0,0,0.03,0,0,2.96,0.38,13.80,0,0,0,0.08,0,0,0.09,0,0,0.00,0,0,0.10,0,0,0.53,0.00,0.02,0.13,0,1.62,9.18,0.17,3.48,0.24
2021-07-31,0.09,0,0.06,0,6.21,0.81,1.07,0,0,0.08,0.16,0.03,0.04,0.50,6.85,0,2.00,0,0,0.15,0.17,0,1.51,4.50,0.06,0,0.49,0,0,0,0.03,0,0,0,0.15,0.77,0,0,0.00,0,0,0,0.03,0,0,2.99,0.38,14.05,0,0,0,0.08,0,0,0.09,0,0,0.00,0,0,0.12,0,0,0.54,0.00,0.01,0.13,0,1.61,9.15,0.17,3.43,0.23
2021-08-01,0.09,0,0.06,0,6.22,0.81,1.06,0,0,0.08,0.16,0.03,0.04,0.50,6.76,0,1.96,0,0,0.15,0.16,0,1.49,4.53,0.06,0,0.50,0,0,0,0.03,0,0,0,0.16,0.76,0,0,0.00,0,0,0,0.03,0,0,3.00,0.38,14.15,0,0,0,0.08,0,0,0.09,0,0,0.00,0,0,0.16,0,0,0.55,0.00,0.02,0.15,0.08,1.61,9.14,0.17,3.46,0.25
2021-08-02,0.09,0,0.07,0,6.20,0.82,1.07,0,0,0.08,0.14,0.03,0.04,0.48,6.76,0,1.87,0,0,0.15,0.21,0,1.52,4.58,0.06,0,0.49,0,0,0,0.03,0,0,0,0.15,0.81,0,0,0.00,0,0,0,0.03,0,0,2.93,0.35,14.53,0,0,0,0.08,0,0,0.09,0,0,0.00,0,0,0.19,0,0,0.56,0.00,0.02,0.14,0.08,1.61,9.05,0.17,3.38,0.24
2021-08-03,0.10,0,0.07,0,6.56,0.90,1.15,0,0,0.08,0.18,0.02,0.05,0.51,0,0,1.95,0,0,0.16,0.20,0,1.57,4.84,0.06,0,0.53,0,0,0,0.04,0,0,0,0.14,0.85,0,0,0.00,0,0,0,0.03,0,0,3.33,0.37,15.32,0,0,0,0.08,0,0,0.09,0,0,0.00,0,0,0.21,0,0,0.59,0.00,0.02,0.19,0.07,1.64,9.71,0.18,3.62,0.20
2021-08-04,0.10,0,0.07,0,6.36,0.91,1.10,0,0,0.08,0.18,0.02,0.05,0.54,3.49,0,1.88,0,0,0,0.20,0,1.52,4.69,0.06,0,0.52,0,0,0,0.03,0,0,0,0.12,0.82,0,0,0.00,0,0,0,0.03,0,0,3.26,0.36,14.91,0,0,0,0.07,0,0,0.09,0,0,0.00,0,0,0.23,0,0,0.56,0.00,0.02,0.18,0.07,1.62,9.51,0.17,3.58,0.22
2021-08-05,0.09,0,0.07,0,6.38,0.96,1.08,0,0,0.08,0.18,0.02,0.05,0.53,3.58,0,1.89,0,0,0,0.20,0,1.55,4.62,0.06,0,0.52,0,0,0,0.03,0,0,0,0.13,0.80,0,0,0.00,0,0,0,0.04,0,0,3.17,0.36,15.11,0,0,0,0.07,0,0,0.08,0,0,0.00,0,0,0.26,0,0,0.59,0.00,0.03,0.19,0.07,1.63,9.56,0.18,3.58,0.23
2021-08-06,0.09,0,0.06,0,6.41,0.93,1.10,0,0,0.08,0.18,0.02,0.05,0.51,3.85,0,1.92,0,0,0.15,0.20,0,1.56,4.80,0.06,0,0.52,0,0,0,0.03,0,0,0,0.14,0.77,0,0,0.00,0,0,0,0.04,0,0,3.23,0.37,14.97,0,0,0,0.08,0,0,0.09,0,0,0.00,0,0,0.28,0,0,0.58,0.00,0.03,0.19,0.08,1.62,9.38,0.18,3.50,0.20
2021-08-07,0.09,0,0.06,0,6.37,0.96,1.10,0,0,0.08,0.17,0.02,0.06,0.53,3.96,0,1.93,0,0,0.15,0.18,0,1.49,4.69,0.06,0,0.51,0,0,0,0.04,0,0,0,0.13,0.80,0,0,0.00,0,0,0,0.04,0,0,3.44,0.37,15.54,0,0,0,0.08,0,0,0.08,0,0,0.00,0,0,0.28,0,0,0.58,0.00,0.03,0.19,0.08,1.64,9.02,0.18,3.46,0.20
2021-08-08,0.09,0,0.07,0,6.31,0.99,1.09,0,0,0.08,0.16,0.02,0.06,0.52,3.97,0,1.92,0,0,0.15,0.17,0,1.52,4.50,0.06,0,0.50,0,0,0,0.04,0,0,0,0.13,0.44,0,0,0.00,0,0,0,0.04,0,0,3.35,0.37,16.02,0,0,0,0.08,0,0,0.09,0,0,0.00,0,0,0.30,0,0,0.55,0.00,0.02,0.20,0.08,1.68,8.91,0.18,3.41,0.20
2021-08-09,0.09,0,0.07,0,6.01,0.98,1.02,0,0,0.07,0.15,0.02,0.06,0.49,7.00,0,1.88,0,0,0.14,0.16,0,1.49,4.31,0.06,0,0.53,0,0,0,0.04,0,0,0,0.10,0.75,0,0,0.00,0,0,0,0.04,0,0,3.41,0.36,15.78,0,0,0,0.08,0,0,0.09,0,0,0.00,0,0,0.31,0,0,0.55,0.00,0.03,0.20,0.08,1.62,8.41,0.17,3.27,0.21
2021-08-10,0.09,0,0.07,0,6.04,1.07,1.00,0,0,0.08,0.15,0.02,0.06,0.49,6.92,0,1.93,0,0,0.14,0.16,0,1.50,4.42,0.06,0,0.56,0,0,0,0.04,0,0,0,0.11,0.75,0,0,0.00,0,0,0,0.04,0,0,3.48,0.36,15.95,0,0,0,0.08,0,0,0.08,0,0,0.00,0,0,0.31,0,0,0.55,0.00,0.02,0.19,0.08,1.54,8.56,0.17,3.25,0.21
2021-08-11,0.09,0,0.06,0,6.01,1.09,0.98,0,0,0.08,0.15,0.02,0.06,0.48,6.77,0,1.91,0,0.00,0.14,0.17,0,1.45,4.43,0.06,0,0.56,0,0,0,0.03,0,0,0,0.11,0.77,0,0,0.00,0,0,0,0.03,0,0,3.56,0.35,15.96,0,0,0,0.08,0,0,0.09,0,0,0.00,0,0,0.31,0,0,0.56,0.00,0.03,0.20,0.08,1.52,8.63,0.17,3.26,0.17
2021-08-12,0.09,0,0.06,0,5.98,1.13,0.99,0,0,0.07,0.15,0.02,0.06,0.47,6.75,0,1.93,0,0.00,0.14,0.17,0,1.45,4.40,0.06,0,0.52,0,0,0,0.03,0,0,0,0.08,0.76,0,0,0.00,0,0,0,0.03,0,0,3.67,0.36,16.07,0,0,0,0.08,0,0,0.08,0,0,0.00,0,0,0.31,0,0,0.58,0.00,0.03,0.20,0.08,1.58,8.53,0.18,3.33,0.19
2021-08-13,0.08,0,0.06,0,5.92,1.15,0.98,0,0,0.08,0.15,0.02,0.06,0.47,6.74,0,1.92,0,0.01,0.14,0.16,0,1.50,4.26,0.05,0,0.53,0,0,0,0.03,0,0,0,0.10,0.78,0,0,0.00,0,0,0,0.03,0,0,3.60,0.36,16.43,0,0,0,0.08,0,0,0.09,0,0,0.00,0,0,0.32,0,0,0.57,0.00,0.03,0.20,0.08,1.59,8.49,0.16,3.34,0.20
2021-08-14,0.08,0,0.06,0,5.87,1.15,1.00,0,0,0.08,0.15,0.02,0.06,0.47,6.74,0,1.88,0,0.04,0.13,0.16,0,1.51,4.25,0.06,0,0.50,0,0,0,0.03,0,0,0,0.10,0.75,0,0,0.00,0,0,0,0.03,0,0,3.68,0.34,16.09,0,0,0,0.07,0,0,0.09,0,0,0.00,0,0,0.32,0,0,0.58,0.00,0.03,0.21,0.08,1.58,8.54,0.16,3.31,0.20
2021-08-15,0.08,0,0.07,0,5.75,1.18,1.00,0,0,0.07,0.14,0.02,0.06,0.48,6.41,0,1.82,0,0.24,0.14,0.17,0,1.49,4.06,0.05,0,0.54,0,0,0,0.03,0,0,0,0.09,0.75,0,0,0.00,0,0,0,0.03,0,0,3.82,0.35,16.30,0,0,0,0.07,0,0,0.08,0,0,0.00,0,0,0.31,0,0,0.60,0.00,0.03,0.21,0.08,1.61,8.35,0.16,3.30,0.19
2021-08-16,0.08,0,0.07,0,5.68,1.23,1.00,0,0,0.08,0.14,0.02,0.06,0.49,6.42,0,1.72,0,0.44,0.14,0.15,0,1.47,4.05,0.05,0,0.55,0,0,0,0.03,0,0,0,0.09,0.77,0,0,0.00,0,0,0,0.03,0,0,3.78,0.34,16.11,0,0,0,0.07,0,0,0.08,0,0,0.00,0,0,0.32,0,0,0.61,0.00,0.03,0.21,0.08,1.58,8.46,0.16,3.32,0.20
2021-08-17,0.08,0,0.06,0,5.64,1.21,1.01,0,0,0.08,0.13,0.02,0.06,0.48,6.38,0,1.73,0,0.55,0.14,0.17,0,1.53,4.24,0.06,0,0.56,0,0,0,0.03,0,0,0,0.09,0.78,0,0,0.00,0,0,0,0.04,0,0,3.92,0.33,15.62,0,0,0,0.07,0,0,0.09,0,0,0.00,0,0,0.32,0,0,0.64,0.00,0.03,0.21,0.09,1.56,8.51,0.15,3.33,0.21
2021-08-18,0.08,0,0.06,0,5.61,1.19,1.03,0,0,0.08,0.13,0.02,0.06,0.50,6.41,0,1.73,0,0.77,0.14,0.17,0,1.50,4.08,0.06,0,0.55,0,0,0,0.03,0,0,0,0.09,0.79,0,0,0.00,0,0,0,0.03,0,0,4.04,0.33,15.65,0,0,0,0.08,0,0,0.09,0,0,0.00,0,0,0.33,0,0,0.65,0.00,0.03,0.20,0.08,1.52,8.57,0.15,3.30,0.20
2021-08-19,0.09,0,0.07,0,5.72,1.26,1.05,0,0,0.08,0.13,0.02,0.06,0.53,6.64,0,1.77,0,1.11,0.14,0.17,0,1.57,4.23,0.06,0,0.51,0,0,0,0,0,0,0,0.08,0.82,0,0,0.00,0,0,0,0.00,0,0,4.12,0.33,16.14,0,0,0,0.08,0,0,0.09,0,0,0.00,0,0,0.34,0,0,0.67,0.00,0.04,0.21,0.09,1.60,6.19,0.15,3.48,0.18
2021-08-20,0.09,0,0.06,0,5.72,1.25,1.06,0,0,0.08,0.14,0.02,0.07,0.53,6.73,0,1.81,0,1.19,0.14,0.17,0,1.51,4.01,0.06,0,0.51,0,0,0,0,0,0,0,0.09,0.81,0,0,0.00,0,0,0,0.03,0,0,4.07,0.35,15.96,0,0,0,0.08,0,0,0.09,0,0,0.00,0.08,0,0.34,0,0,0.69,0.00,0.04,0.23,0.08,1.61,6.21,0.16,3.48,0.20
2021-08-21,0.09,0,0.06,0,5.77,1.19,1.03,0,0,0.07,0.14,0.02,0.06,0.53,6.17,0,1.75,0,1.50,0.14,0.14,0,1.48,3.95,0.06,0,0.50,0,0,0,0,0,0,0,0.07,0.78,0,0,0.00,0,0,0,0.03,0,0,4.00,0.30,16.41,0,0,0,0.08,0,0,0.08,0,0.00,0.00,0,0,0.38,0,0,0.64,0.00,0.03,0.21,0.08,1.37,8.35,0.14,3.33,0.21
2021-08-22,0.08,0,0.07,0,5.54,1.19,0.97,0,0,0.08,0.14,0.02,0.06,0.53,6.12,0,1.73,0,1.68,0.14,0.16,0,1.53,3.70,0.06,0,0.51,0,0,0,0,0,0,0,0.07,0.77,0,0,0.00,0,0,0,0.03,0,0,4.31,0.32,15.49,0,0,0,0.10,0,0,0.08,0,0.00,0.00,0,0,0.33,0,0,0.64,0.00,0.04,0.20,0.07,1.45,8.88,0.15,3.42,0.18
2021-08-24,0.09,0,0.07,0,5.63,1.16,0.97,0,0,0.08,0.13,0.02,0.06,0.53,5.99,0,1.70,0,2.16,0.14,0.15,0,1.41,3.68,0.06,0,0.51,0,0,0,0,0,0,0,0.08,0.76,0,0,0.00,0,0,0,0.03,0,0,4.29,0.31,15.09,0,0,0,0.10,0,0,0.09,0,0.01,0.00,0,0.00,0.32,0,0,0.63,0.00,0.02,0.22,0.08,1.47,9.08,0.15,3.46,0.21
2021-08-25,0.09,0,0.07,0,5.69,1.24,0.99,0,0,0.08,0.14,0.02,0.06,0.53,6.44,0,1.70,0,2.37,0.14,0.15,0,1.46,3.67,0.07,0,0.49,0,0,0,0,0,0,0,0.07,0.79,0,0,0.00,0,0,0,0.03,0,0,4.33,0.32,15.15,0,0,0,0.07,0,0,0.09,0,0.02,0.00,0,0.02,0.33,0,0,0.67,0.00,0.03,0.23,0.07,1.49,9.34,0.16,3.47,0.21
2021-08-26,0.09,0,0.07,0,5.72,1.21,0.99,0,0,0.08,0.13,0.02,0.06,0.54,6.45,0,1.73,0,2.62,0.14,0.15,0,1.53,3.54,0.05,0,0.50,0,0,0,0,0,0,0,0.07,0.82,0,0,0.00,0,0,0,0.03,0,0,4.40,0.31,14.91,0,0,0,0.07,0,0,0.09,0,0,0.00,0,0.03,0.41,0,0,0.67,0.00,0.03,0.23,0.07,1.49,9.35,0.16,3.47,0.21
2021-08-27,0.09,0,0.07,0,5.68,1.22,0.96,0,0,0.08,0.14,0.01,0.06,0.52,6.64,0,1.78,0,2.88,0.14,0.15,0,1.51,3.27,0.06,0,0.47,0,0,0,0,0,0,0,0.06,0.81,0,0,0.00,0,0,0,0.03,0,0,4.32,0.31,14.60,0,0,0,0.07,0,0,0.09,0,0,0.00,0,0.06,0.55,0,0,0.74,0.01,0.02,0.23,0.07,1.41,9.05,0.18,3.63,0.21
2021-08-28,0.09,0,0.06,0.00,5.63,1.33,0.93,0,0,0.08,0.13,0.01,0.06,0.51,6.40,0,1.89,0,2.91,0.14,0.15,0,1.49,3.34,0.05,0,0.45,0,0,0,0.03,0,0,0,0.06,0.77,0,0,0.00,0,0,0,0.03,0,0,4.43,0.29,14.42,0,0,0,0.07,0,0,0.09,0,0,0.00,0,0.06,0.52,0,0,0.71,0.00,0.02,0.22,0.07,1.42,8.88,0.24,3.86,0.19
2021-08-29,0.08,0,0.06,0,5.71,1.50,0.80,0,0,0.07,0.18,0.01,0.06,0.45,6.06,0,2.01,0,3.41,0.12,0.15,0,1.22,3.18,0.04,0,0.42,0,0,0,0.03,0,0,0,0.05,0.68,0,0,0.00,0,0,0,0.02,0,0,4.84,0.28,14.41,0,0,0,0.06,0,0,0.08,0,0,0.00,0,0.06,0.44,0,0,0.76,0.00,0.08,0.19,0.06,1.24,8.22,0.21,4.35,0.15
2021-08-30,0.06,0,0.04,0,5.90,1.41,0.72,0,0,0.05,0.31,0.04,0.04,0.35,5.90,0,4.90,0,4.87,0.09,0.18,0,1.03,2.98,0.04,0,0.40,0,0,0,0.02,0,0,0,0.04,0.65,0,0,0.00,0,0,0,0.02,0,0,4.58,0.25,14.37,0,0,0,0.05,0,0,0.07,0,0,0.00,0,0.06,0.43,0,0,1.01,0.00,0.06,0.14,0.05,1.02,7.26,0.17,4.20,0.13
2021-08-31,0.05,0,0.04,0,5.82,1.49,0.69,0,0,0.05,0.30,0.05,0.04,0.34,6.35,0,0,0,5.12,0.09,0.16,0,0.99,3.12,0.04,0,0.39,0,0,0,0.02,0,0,0,0.04,0.63,0,0,0.00,0,0,0,0.02,0,0,5.22,0.25,15.70,0,0,0,0.08,0,0,0.06,0,0,0.00,0,0.05,0.40,0,0,1.07,0.00,0.08,0.14,0.05,0.99,7.47,0.17,4.48,0.15
